SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET
100214B,0.5083880424499512,0.5566893219947815,0.5602272748947144,0.4082474112510681,6,6,4,16,16,2,1042,1038,665,722,722,305
100340A,0.6316067576408386,0.7078713774681091,0.7584728598594666,0.42847609519958496,9,8,3,8,8,7,3369,3327,2803,3847,4138,1692
100391A,0.09800184518098831,0.1098441630601883,0.12114617228507996,0.06301520764827728,3,4,9,1,1,1,3017,3269,3515,2245,2245,1944
100190B,0.7255802154541016,0.769003689289093,0.7633135914802551,0.644423246383667,2,2,1,2,2,2,661,658,534,694,694,515
100142A,0.5851879715919495,0.6137616038322449,0.601123571395874,0.5406787395477295,15,12,8,2,2,1,4260,4317,3003,2091,2091,1299
100162A,0.011385281570255756,0.022727273404598236,0.011428571306169033,0.0,2,1,0,1,1,1,2,1,0,174,174,111
100357B,0.8166589736938477,0.8768749833106995,0.9218175411224365,0.6512843370437622,13,9,7,1,1,5,11699,11573,8421,10368,11271,4971
100178A,0.5680986642837524,0.6158475279808044,0.6169253587722778,0.4715231657028198,2,2,1,2,2,3,638,641,446,1356,1356,1064
100290A,0.8926193118095398,0.8890964388847351,0.8967230916023254,0.8920382857322693,15,12,16,14,14,12,85669,87099,84331,84578,84769,79792
100412B,0.8890445828437805,0.8497703671455383,0.9384893774986267,0.8788740038871765,6,6,47,6,6,7,62710,63734,40729,48786,59074,35291
100404A,0.38017627596855164,0.44876325130462646,0.45661699771881104,0.23514851927757263,23,25,11,15,15,18,1031,1049,247,1233,1233,561
100357C,0.44545403122901917,0.4170161783695221,0.4283530116081238,0.490992933511734,7,6,5,5,5,1,5049,5229,3604,18317,18317,10274
100379B,0.9034565091133118,0.9020183682441711,0.9128758311271667,0.8954755067825317,4,4,6,7,7,3,30391,30181,28940,25446,25831,23928
100173A,0.5547314286231995,0.5693163871765137,0.5924226641654968,0.5024551749229431,5,6,8,5,5,8,4183,4335,3291,8938,9179,5466
100111A,0.9307169318199158,0.9346332550048828,0.9361981153488159,0.9213193655014038,5,6,17,5,5,6,41978,42052,35508,38644,38745,31980
100196A,0.5445132851600647,0.5332202315330505,0.5965008735656738,0.5038187503814697,31,32,36,22,22,21,32328,32789,29898,51356,61863,40020
100338C,0.11307468265295029,0.16879795491695404,0.17042607069015503,0.0,4,6,0,16,16,2,39,47,0,352,352,93
100355B,0.8784523010253906,0.875717043876648,0.890303909778595,0.8693360090255737,10,11,20,12,12,5,98062,98116,88349,102770,105729,92221
100128A,0.656862735748291,0.6666666865348816,0.6470588445663452,0.0,3,4,1,1,1,0,88,92,6,44,44,0
100157A,0.862598180770874,0.8839887976646423,0.8901352882385254,0.8136703968048096,3,3,5,4,4,3,3214,3180,2356,2863,2882,1916
100257A,0.1620263308286667,0.190871924161911,0.18816734850406647,0.1070396825671196,7,6,3,7,7,1,1476,1446,784,13445,13445,5793
100202A,0.8360218405723572,0.8726276755332947,0.8772678971290588,0.758169949054718,4,3,1,1,1,2,4891,4947,2990,5331,5360,3589
100288A,0.9377747178077698,0.9447718262672424,0.9470596313476562,0.9214927554130554,2,2,2,1,1,1,38161,38149,35641,34972,35141,31270
100248C,0.3715597093105316,0.44300758838653564,0.4452061057090759,0.2264653593301773,31,32,24,43,43,10,7529,7493,5469,3297,3302,1287
100233A,0.41797319054603577,0.5205479264259338,0.5391969680786133,0.19417475163936615,3,3,1,2,2,1,231,243,30,280,280,176
100308A,0.525852620601654,0.6399999856948853,0.6298655271530151,0.3076923191547394,12,13,8,13,13,4,709,722,171,691,691,154
100209A,0.4672715961933136,0.6185925006866455,0.6060070395469666,0.17721518874168396,5,5,4,8,8,9,406,387,122,745,745,194
100405A,0.7588991522789001,0.7662506103515625,0.7869864106178284,0.7234604358673096,4,4,8,4,4,4,34526,34646,31400,27164,28242,23113
100121B,0.8748586773872375,0.8787148594856262,0.8792762756347656,0.8665851354598999,12,12,18,16,16,5,37044,36941,31222,31868,31927,25211
100329A,0.7435417175292969,0.785708487033844,0.7961463928222656,0.6487702131271362,6,6,8,6,6,9,5496,5491,3466,6791,6861,3649
100214C,0.5617194175720215,0.5794594883918762,0.5824714303016663,0.5232273936271667,10,10,6,24,24,5,991,978,562,859,859,256
