SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET
100214B,0.5032277703285217,0.5646581053733826,0.5679513216018677,0.37707391381263733,4,4,7,16,16,2,755,757,358,722,722,305
100340A,0.254136860370636,0.27398964762687683,0.3229207396507263,0.165500208735466,4,3,3,8,8,7,978,984,737,3847,4138,1692
100391A,0.07400128990411758,0.08765294402837753,0.09698782116174698,0.03736310824751854,2,2,2,1,1,1,2250,2436,2713,2245,2245,1944
100190B,0.6692790389060974,0.6969696879386902,0.693220317363739,0.6176470518112183,1,1,1,2,2,2,494,486,369,694,694,515
100142A,0.6286554336547852,0.6577156782150269,0.6589981317520142,0.5692524909973145,6,6,1,2,2,1,3346,3299,2246,2091,2091,1299
100162A,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,174,174,111
100357B,0.8195233345031738,0.8693591356277466,0.9178568124771118,0.6713541746139526,5,4,7,1,1,5,10728,10715,6549,10368,11271,4971
100178A,0.47904929518699646,0.5380926728248596,0.5432360768318176,0.35581913590431213,2,2,2,2,2,3,521,529,285,1356,1356,1064
100290A,0.8891221880912781,0.8865941762924194,0.8934521675109863,0.8873202800750732,12,13,20,14,14,12,79276,80462,77033,84578,84769,79792
100412B,0.9033549427986145,0.8931843638420105,0.9173555374145508,0.8995250463485718,13,6,43,6,6,7,54785,57304,36080,48786,59074,35291
100404A,0.22676563262939453,0.2696351408958435,0.2769230902194977,0.13373860716819763,9,9,6,15,15,18,384,392,97,1233,1233,561
100357C,0.38130393624305725,0.3559473752975464,0.35967496037483215,0.4282895624637604,7,6,7,5,5,1,4029,4081,2904,18317,18317,10274
100379B,0.9198682904243469,0.9186631441116333,0.9285175204277039,0.9124242067337036,4,4,4,7,7,3,28650,28490,27182,25446,25831,23928
100173A,0.475740909576416,0.47457626461982727,0.49811258912086487,0.4545338749885559,4,4,6,5,5,8,3098,3272,2375,8938,9179,5466
100111A,0.9346544742584229,0.9365969300270081,0.9369561672210693,0.9304103255271912,8,6,11,5,5,6,38939,39058,32383,38644,38745,31980
100196A,0.49087271094322205,0.4859452247619629,0.535470724105835,0.4512022137641907,30,27,40,22,22,21,26340,26844,23446,51356,61863,40020
100338C,0.0,0.0,0.0,0.0,0,0,0,16,16,2,0,0,0,352,352,93
100355B,0.8683448433876038,0.8639649152755737,0.8793567419052124,0.8617128729820251,10,10,10,12,12,5,91055,91149,81208,102770,105729,92221
100128A,0.36437249183654785,0.42105263471603394,0.3076923191547394,0.0,1,1,0,1,1,0,13,8,0,44,44,0
100157A,0.8622835278511047,0.8876384496688843,0.8939606547355652,0.8052516579627991,4,3,4,4,4,3,2824,2814,1740,2863,2882,1916
100257A,0.12325254082679749,0.14461813867092133,0.14348724484443665,0.08165225386619568,5,5,3,7,7,1,1076,1065,453,13445,13445,5793
100202A,0.8053011894226074,0.8486665487289429,0.8543888330459595,0.7128480672836304,2,2,4,1,1,2,4343,4392,2373,5331,5360,3589
100288A,0.9470887184143066,0.9525291323661804,0.9551630020141602,0.933573842048645,1,1,1,1,1,1,36377,36474,33599,34972,35141,31270
100248C,0.5103210806846619,0.5676791667938232,0.5702799558639526,0.3930041193962097,23,22,23,43,43,10,3485,3414,1629,3297,3302,1287
100233A,0.37118157744407654,0.504807710647583,0.5534883737564087,0.05524861812591553,1,1,1,2,2,1,136,150,5,280,280,176
100308A,0.4649101793766022,0.6023874878883362,0.5874649286270142,0.2048780471086502,7,7,9,13,13,4,398,378,51,691,691,154
100209A,0.33381977677345276,0.46370968222618103,0.44964393973350525,0.08810572326183319,3,3,2,8,8,9,247,238,33,745,745,194
100405A,0.776622474193573,0.7815605998039246,0.8032408952713013,0.7450658082962036,6,5,8,4,4,4,30582,30754,26743,27164,28242,23113
100121B,0.8888814449310303,0.8894665241241455,0.889996349811554,0.8871815204620361,8,8,22,16,16,5,34302,34289,28282,31868,31927,25211
100329A,0.7040925025939941,0.7484265565872192,0.7589859366416931,0.6048651933670044,5,5,9,6,6,9,4649,4657,2435,6791,6861,3649
100214C,0.5238606929779053,0.5155494213104248,0.521379292011261,0.5346534848213196,5,5,3,24,24,5,588,591,350,859,859,256
